sub_type,sub_type_cn,a_share_keywords,rank,code,name,market_cap_cny,market_cap_100m_cny,latest_price,change_pct,industry_boards,concept_boards,business_note,mapping_type
mapped_fer,基础设施/交通工程,基础设施/交通工程;601186;601668;601390;中国铁建;中国建筑;中国中铁,3,601186,中国铁建,82292021490,822.9202,6.06,0.66,建筑工程,,交通基础设施建设,直接/较接近映射
mapped_ftnt,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,1,300454,深信服,38801474635,388.0147,89.91,0.68,软件服务,,安全与云计算基础设施,直接/较接近映射
mapped_ftnt,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,2,688561,奇安信-U,15391621476,153.9162,22.56,1.12,软件服务,,网络安全平台型公司,直接/较接近映射
mapped_ftnt,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,3,002439,启明星辰,14924450526,149.2445,12.32,-1.91,软件服务,,网络安全产品与服务,直接/较接近映射
mapped_gehc,医学影像/医疗设备,医学影像/医疗设备;300760;688271;600587;迈瑞医疗;联影医疗;新华医疗,1,300760,迈瑞医疗,166953179954,1669.5318,137.7,2.78,医疗保健,,医疗器械龙头,直接/较接近映射
mapped_gehc,医学影像/医疗设备,医学影像/医疗设备;300760;688271;600587;迈瑞医疗;联影医疗;新华医疗,2,688271,联影医疗,84055873196,840.5587,101.99,3.83,医疗保健,,医学影像设备,直接/较接近映射
mapped_gehc,医学影像/医疗设备,医学影像/医疗设备;300760;688271;600587;迈瑞医疗;联影医疗;新华医疗,3,600587,新华医疗,7461727953,74.6173,12.3,6.03,医疗保健,,医疗器械与医院设备,直接/较接近映射
mapped_gild,大药企/生物制药,大药企/生物制药;600276;600436;600196;恒瑞医药;片仔癀;复星医药,1,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药龙头,直接/较接近映射
mapped_gild,大药企/生物制药,大药企/生物制药;600276;600436;600196;恒瑞医药;片仔癀;复星医药,2,600436,片仔癀,68735929735,687.3593,113.93,5.49,中成药,,中成药与品牌药,直接/较接近映射
mapped_gild,大药企/生物制药,大药企/生物制药;600276;600436;600196;恒瑞医药;片仔癀;复星医药,3,600196,复星医药,60485224211,604.8522,22.65,6.79,化学制药,,综合医药与创新药,直接/较接近映射
mapped_glw,显示玻璃/光学材料,显示玻璃/光学材料;000725;000100;600707;京东方A;TCL科技;彩虹股份,1,000725,京东方Ａ,279314233603,2793.1423,7.54,-3.21,元器件,,显示面板,直接/较接近映射
mapped_glw,显示玻璃/光学材料,显示玻璃/光学材料;000725;000100;600707;京东方A;TCL科技;彩虹股份,2,000100,TCL科技,108372493349,1083.7249,5.21,-3.52,元器件,,显示面板与材料,直接/较接近映射
mapped_glw,显示玻璃/光学材料,显示玻璃/光学材料;000725;000100;600707;京东方A;TCL科技;彩虹股份,3,600707,彩虹股份,52318722293,523.1872,14.58,4.44,元器件,,显示玻璃基板,直接/较接近映射
mapped_goog,互联网搜索/广告/云计算平台,互联网搜索/广告/云计算平台;300418;601360;002230;昆仑万维;三六零;科大讯飞,1,002230,科大讯飞,94665966534,946.6597,39.41,0.74,软件服务,,AI语音与大模型应用平台,直接/较接近映射
mapped_goog,互联网搜索/广告/云计算平台,互联网搜索/广告/云计算平台;300418;601360;002230;昆仑万维;三六零;科大讯飞,2,601360,三六零,58866281762,588.6628,8.41,-0.83,互联网,,搜索/安全/AI大模型应用，近似映射,直接/较接近映射
mapped_goog,互联网搜索/广告/云计算平台,互联网搜索/广告/云计算平台;300418;601360;002230;昆仑万维;三六零;科大讯飞,3,300418,昆仑万维,50733170548,507.3317,39.48,1.88,互联网,,互联网平台、AI应用与海外社交娱乐,直接/较接近映射
mapped_googl,互联网搜索/广告/云计算平台,互联网搜索/广告/云计算平台;300418;601360;002230;昆仑万维;三六零;科大讯飞,1,002230,科大讯飞,94665966534,946.6597,39.41,0.74,软件服务,,AI语音与大模型应用平台,直接/较接近映射
mapped_googl,互联网搜索/广告/云计算平台,互联网搜索/广告/云计算平台;300418;601360;002230;昆仑万维;三六零;科大讯飞,2,601360,三六零,58866281762,588.6628,8.41,-0.83,互联网,,搜索/安全/AI大模型应用，近似映射,直接/较接近映射
mapped_googl,互联网搜索/广告/云计算平台,互联网搜索/广告/云计算平台;300418;601360;002230;昆仑万维;三六零;科大讯飞,3,300418,昆仑万维,50733170548,507.3317,39.48,1.88,互联网,,互联网平台、AI应用与海外社交娱乐,直接/较接近映射
mapped_hon,工业自动化/综合制造,工业自动化/综合制造;300124;000333;002747;汇川技术;美的集团;埃斯顿,1,000333,美的集团,585549586337,5855.4959,76.91,2.78,家用电器,,综合制造与机器人自动化,直接/较接近映射
mapped_hon,工业自动化/综合制造,工业自动化/综合制造;300124;000333;002747;汇川技术;美的集团;埃斯顿,2,300124,汇川技术,169577235013,1695.7724,62.63,-1.03,电器仪表,,工业自动化与电驱,直接/较接近映射
mapped_hon,工业自动化/综合制造,工业自动化/综合制造;300124;000333;002747;汇川技术;美的集团;埃斯顿,3,002747,埃斯顿,31898637011,318.9864,32.96,-4.93,机械基件,,工业机器人与自动化,直接/较接近映射
mapped_idxx,动物诊断/宠物医疗,动物诊断/宠物医疗;600201;600195;603566;生物股份;中牧股份;普莱柯,1,600201,生物股份,13163094260,131.6309,11.84,3.5,农业综合,,动物疫苗,直接/较接近映射
mapped_idxx,动物诊断/宠物医疗,动物诊断/宠物医疗;600201;600195;603566;生物股份;中牧股份;普莱柯,2,600195,中牧股份,6188158456,61.8816,6.06,2.02,农业综合,,动物保健/兽药,直接/较接近映射
mapped_idxx,动物诊断/宠物医疗,动物诊断/宠物医疗;600201;600195;603566;生物股份;中牧股份;普莱柯,3,603566,普莱柯,3457162107,34.5716,9.99,1.83,农业综合,,兽用生物制品,直接/较接近映射
mapped_insm,罕见病/创新药,罕见病/创新药;688235;600276;688331;百济神州-U;恒瑞医药;荣昌生物,1,688235,百济神州,396653379062,3966.5338,257.33,10.87,生物制药,,创新药,直接/较接近映射
mapped_insm,罕见病/创新药,罕见病/创新药;688235;600276;688331;百济神州-U;恒瑞医药;荣昌生物,2,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药,直接/较接近映射
mapped_insm,罕见病/创新药,罕见病/创新药;688235;600276;688331;百济神州-U;恒瑞医药;荣昌生物,3,688331,荣昌生物,75007767941,750.0777,132.88,17.6,生物制药,,生物创新药,直接/较接近映射
mapped_intc,CPU/GPU/AI加速芯片,CPU/GPU/AI加速芯片;688256;688041;300474;寒武纪-U;海光信息;景嘉微,1,688256,寒武纪,904729309501,9047.2931,1439.98,-1.24,半导体,,AI训练/推理芯片与智能计算加速卡,直接/较接近映射
mapped_intc,CPU/GPU/AI加速芯片,CPU/GPU/AI加速芯片;688256;688041;300474;寒武纪-U;海光信息;景嘉微,2,688041,海光信息,809009115953,8090.0912,348.06,0.92,半导体,,国产服务器CPU/DCU加速芯片,直接/较接近映射
mapped_intc,CPU/GPU/AI加速芯片,CPU/GPU/AI加速芯片;688256;688041;300474;寒武纪-U;海光信息;景嘉微,3,300474,景嘉微,27050770982,270.5077,51.76,-2.28,元器件,,图形处理芯片与军工GPU,直接/较接近映射
mapped_intu,财税/中小企业软件,财税/中小企业软件;600588;002063;603039;用友网络;远光软件;泛微网络,1,600588,用友网络,30479616888,304.7962,8.92,1.94,软件服务,,企业管理软件,直接/较接近映射
mapped_intu,财税/中小企业软件,财税/中小企业软件;600588;002063;603039;用友网络;远光软件;泛微网络,2,603039,泛微网络,10441272615,104.4127,33.94,4.27,软件服务,,协同办公,直接/较接近映射
mapped_intu,财税/中小企业软件,财税/中小企业软件;600588;002063;603039;用友网络;远光软件;泛微网络,3,002063,远光软件,9500745172,95.0075,4.96,0.4,软件服务,,财税与能源信息化,直接/较接近映射
mapped_isrg,机器人手术/高端医疗设备,机器人手术/高端医疗设备;300760;688271;688016;迈瑞医疗;联影医疗;心脉医疗,1,300760,迈瑞医疗,166953179954,1669.5318,137.7,2.78,医疗保健,,医疗器械龙头,直接/较接近映射
mapped_isrg,机器人手术/高端医疗设备,机器人手术/高端医疗设备;300760;688271;688016;迈瑞医疗;联影医疗;心脉医疗,2,688271,联影医疗,84055873196,840.5587,101.99,3.83,医疗保健,,高端医疗影像,直接/较接近映射
mapped_isrg,机器人手术/高端医疗设备,机器人手术/高端医疗设备;300760;688271;688016;迈瑞医疗;联影医疗;心脉医疗,3,688016,心脉医疗,11193432845,111.9343,90.81,5.49,医疗保健,,高端介入医疗器械，近似映射,直接/较接近映射
mapped_jnj,消费医疗/医药大健康,消费医疗/医药大健康;600276;000538;300760;恒瑞医药;云南白药;迈瑞医疗,1,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药龙头,直接/较接近映射
mapped_jnj,消费医疗/医药大健康,消费医疗/医药大健康;600276;000538;300760;恒瑞医药;云南白药;迈瑞医疗,2,300760,迈瑞医疗,166953179954,1669.5318,137.7,2.78,医疗保健,,医疗器械龙头,直接/较接近映射
mapped_jnj,消费医疗/医药大健康,消费医疗/医药大健康;600276;000538;300760;恒瑞医药;云南白药;迈瑞医疗,3,000538,云南白药,86483208367,864.8321,48.47,3.13,中成药,,品牌药与大健康,直接/较接近映射
mapped_jpm,银行,银行;601398;601939;601288;工商银行;建设银行;农业银行,1,601398,工商银行,2583945363895,25839.4536,7.25,1.4,银行,,大型国有银行,直接/较接近映射
mapped_jpm,银行,银行;601398;601939;601288;工商银行;建设银行;农业银行,2,601939,建设银行,2568915745927,25689.1575,9.82,0.41,银行,,大型国有银行,直接/较接近映射
mapped_jpm,银行,银行;601398;601939;601288;工商银行;建设银行;农业银行,3,601288,农业银行,2190893792045,21908.9379,6.26,1.13,银行,,大型国有银行,直接/较接近映射
mapped_kdp,软饮料/瓶装饮料,软饮料/瓶装饮料;605499;600887;000848;东鹏饮料;伊利股份;承德露露,1,600887,伊利股份,156173154868,1561.7315,24.69,1.73,乳制品,,乳制品与饮料消费龙头,直接/较接近映射
mapped_kdp,软饮料/瓶装饮料,软饮料/瓶装饮料;605499;600887;000848;东鹏饮料;伊利股份;承德露露,2,605499,东鹏饮料,89564973827,895.6497,121.99,10,软饮料,,功能饮料龙头,直接/较接近映射
mapped_kdp,软饮料/瓶装饮料,软饮料/瓶装饮料;605499;600887;000848;东鹏饮料;伊利股份;承德露露,3,000848,承德露露,7599000551,75.99,7.45,1.92,软饮料,,植物蛋白饮料,直接/较接近映射
mapped_khc,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,1,603288,海天味业,200190931334,2001.9093,34.21,3.73,食品,,调味品龙头,直接/较接近映射
mapped_khc,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,2,600887,伊利股份,156173154868,1561.7315,24.69,1.73,乳制品,,乳制品龙头,直接/较接近映射
mapped_khc,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,3,000895,双汇发展,79583268063,795.8327,22.97,0.75,食品,,肉制品龙头,直接/较接近映射
mapped_klac,半导体测试设备,半导体测试设备;688072;688012;300604;拓荆科技;中微公司;长川科技,1,688012,中微公司,405939326916,4059.3933,426.1,3.17,半导体,,半导体设备,直接/较接近映射
mapped_klac,半导体测试设备,半导体测试设备;688072;688012;300604;拓荆科技;中微公司;长川科技,2,688072,拓荆科技,235200585984,2352.0059,,,半导体,,半导体设备,直接/较接近映射
mapped_klac,半导体测试设备,半导体测试设备;688072;688012;300604;拓荆科技;中微公司;长川科技,3,300604,长川科技,205557975122,2055.5798,324.01,2.89,半导体,,半导体测试设备,直接/较接近映射
mapped_lin,工业气体/特种气体,工业气体/特种气体;002430;688106;688268;杭氧股份;金宏气体;华特气体,1,688268,华特气体,30458550165,304.5855,238.55,2.83,化工原料,,电子特种气体,直接/较接近映射
mapped_lin,工业气体/特种气体,工业气体/特种气体;002430;688106;688268;杭氧股份;金宏气体;华特气体,2,002430,杭氧股份,28206083310,282.0608,28.83,-0.62,化工机械,,工业气体设备与运营,直接/较接近映射
mapped_lin,工业气体/特种气体,工业气体/特种气体;002430;688106;688268;杭氧股份;金宏气体;华特气体,3,688106,金宏气体,19809240856,198.0924,37,7.25,化工原料,,电子大宗气体与特气,直接/较接近映射
mapped_lite,光通信/光模块,光通信/光模块;300308;300502;300394;中际旭创;新易盛;天孚通信,1,300308,中际旭创,1305950916957,13059.5092,1171.01,-6.61,通信设备,,高速光模块,直接/较接近映射
mapped_lite,光通信/光模块,光通信/光模块;300308;300502;300394;中际旭创;新易盛;天孚通信,2,300502,新易盛,742358028829,7423.5803,532.44,-5.93,通信设备,,高速光模块,直接/较接近映射
mapped_lite,光通信/光模块,光通信/光模块;300308;300502;300394;中际旭创;新易盛;天孚通信,3,300394,天孚通信,318542743658,3185.4274,292.02,-8.17,通信设备,,光器件,直接/较接近映射
mapped_lly,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,1,688235,百济神州,396653379062,3966.5338,257.33,10.87,生物制药,,肿瘤创新药研发与商业化,直接/较接近映射
mapped_lly,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,2,603259,药明康德,375356650099,3753.5665,125.8,6.45,化学制药,,CXO与医药研发服务,直接/较接近映射
mapped_lly,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,3,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药与仿制药龙头,直接/较接近映射
mapped_lrcx,半导体设备,半导体设备;002371;688012;688072;北方华创;中微公司;拓荆科技,1,002371,北方华创,586407671844,5864.0767,808.07,-0.65,半导体,,刻蚀/薄膜沉积/清洗等半导体设备,直接/较接近映射
mapped_lrcx,半导体设备,半导体设备;002371;688012;688072;北方华创;中微公司;拓荆科技,2,688012,中微公司,405939326916,4059.3933,426.1,3.17,半导体,,刻蚀与MOCVD设备,直接/较接近映射
mapped_lrcx,半导体设备,半导体设备;002371;688012;688072;北方华创;中微公司;拓荆科技,3,688072,拓荆科技,235200585984,2352.0059,,,半导体,,薄膜沉积设备,直接/较接近映射
mapped_mar,酒店管理/住宿,酒店管理/住宿;600754;600258;000428;锦江酒店;首旅酒店;华天酒店,1,600754,锦江酒店,19854477027,198.5448,18.62,1.86,酒店餐饮,,酒店管理,直接/较接近映射
mapped_mar,酒店管理/住宿,酒店管理/住宿;600754;600258;000428;锦江酒店;首旅酒店;华天酒店,2,600258,首旅酒店,12472456917,124.7246,11.17,1.92,酒店餐饮,,酒店管理,直接/较接近映射
mapped_mar,酒店管理/住宿,酒店管理/住宿;600754;600258;000428;锦江酒店;首旅酒店;华天酒店,3,000428,华天酒店,3128102820,31.281,3.07,-1.29,酒店餐饮,,酒店运营,直接/较接近映射
mapped_mchp,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,1,300661,圣邦股份,85926074596,859.2607,126.99,-3.47,半导体,,模拟芯片设计,直接/较接近映射
mapped_mchp,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,2,688536,思瑞浦,45624281848,456.2428,330.43,-4.23,半导体,,高性能模拟芯片,直接/较接近映射
mapped_mchp,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,3,688052,纳芯微,41844635545,418.4464,257.31,-5.86,半导体,,传感器/信号链/汽车模拟芯片,直接/较接近映射
mapped_mdlz,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,1,603288,海天味业,200190931334,2001.9093,34.21,3.73,食品,,调味品龙头,直接/较接近映射
mapped_mdlz,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,2,600887,伊利股份,156173154868,1561.7315,24.69,1.73,乳制品,,乳制品龙头,直接/较接近映射
mapped_mdlz,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,3,000895,双汇发展,79583268063,795.8327,22.97,0.75,食品,,肉制品龙头,直接/较接近映射
mapped_meli,综合电商/云计算平台,综合电商/云计算平台;002230;000977;603613;科大讯飞;浪潮信息;国联股份,1,000977,浪潮信息,96023688470,960.2369,65.39,2.35,IT设备,,AI服务器与云基础设施,直接/较接近映射
mapped_meli,综合电商/云计算平台,综合电商/云计算平台;002230;000977;603613;科大讯飞;浪潮信息;国联股份,2,002230,科大讯飞,94665966534,946.6597,39.41,0.74,软件服务,,AI平台与云化软件，近似映射云业务,直接/较接近映射
mapped_meli,综合电商/云计算平台,综合电商/云计算平台;002230;000977;603613;科大讯飞;浪潮信息;国联股份,3,603613,国联股份,13178636600,131.7864,18.29,-2.09,互联网,,B2B电商平台，近似映射电商平台,直接/较接近映射
mapped_meta,社交媒体/广告/元宇宙,社交媒体/广告/元宇宙;002555;300058;300418;三七互娱;蓝色光标;昆仑万维,1,300418,昆仑万维,50733170548,507.3317,39.48,1.88,互联网,,海外互联网平台与AI应用,直接/较接近映射
mapped_meta,社交媒体/广告/元宇宙,社交媒体/广告/元宇宙;002555;300058;300418;三七互娱;蓝色光标;昆仑万维,2,300058,蓝色光标,46780582588,467.8058,13.03,-2.83,广告包装,,数字营销与广告服务,直接/较接近映射
mapped_meta,社交媒体/广告/元宇宙,社交媒体/广告/元宇宙;002555;300058;300418;三七互娱;蓝色光标;昆仑万维,3,002555,三七互娱,41634313156,416.3431,18.82,2.23,互联网,,游戏发行与买量投放，近似映射,直接/较接近映射
mapped_mnst,软饮料/瓶装饮料,软饮料/瓶装饮料;605499;600887;000848;东鹏饮料;伊利股份;承德露露,1,600887,伊利股份,156173154868,1561.7315,24.69,1.73,乳制品,,乳制品与饮料消费龙头,直接/较接近映射
mapped_mnst,软饮料/瓶装饮料,软饮料/瓶装饮料;605499;600887;000848;东鹏饮料;伊利股份;承德露露,2,605499,东鹏饮料,89564973827,895.6497,121.99,10,软饮料,,功能饮料龙头,直接/较接近映射
mapped_mnst,软饮料/瓶装饮料,软饮料/瓶装饮料;605499;600887;000848;东鹏饮料;伊利股份;承德露露,3,000848,承德露露,7599000551,75.99,7.45,1.92,软饮料,,植物蛋白饮料,直接/较接近映射
mapped_mpwr,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,1,300661,圣邦股份,85926074596,859.2607,126.99,-3.47,半导体,,模拟芯片设计,直接/较接近映射
mapped_mpwr,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,2,688536,思瑞浦,45624281848,456.2428,330.43,-4.23,半导体,,高性能模拟芯片,直接/较接近映射
mapped_mpwr,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,3,688052,纳芯微,41844635545,418.4464,257.31,-5.86,半导体,,传感器/信号链/汽车模拟芯片,直接/较接近映射
mapped_mrk,大药企/生物制药,大药企/生物制药;600276;600436;600196;恒瑞医药;片仔癀;复星医药,1,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药龙头,直接/较接近映射
mapped_mrk,大药企/生物制药,大药企/生物制药;600276;600436;600196;恒瑞医药;片仔癀;复星医药,2,600436,片仔癀,68735929735,687.3593,113.93,5.49,中成药,,中成药与品牌药,直接/较接近映射
mapped_mrk,大药企/生物制药,大药企/生物制药;600276;600436;600196;恒瑞医药;片仔癀;复星医药,3,600196,复星医药,60485224211,604.8522,22.65,6.79,化学制药,,综合医药与创新药,直接/较接近映射
mapped_mrvl,网络通信/交换路由设备,网络通信/交换路由设备;000938;000063;300308;紫光股份;中兴通讯;中际旭创,1,300308,中际旭创,1305950916957,13059.5092,1171.01,-6.61,通信设备,,光模块，AI网络基础设施,直接/较接近映射
mapped_mrvl,网络通信/交换路由设备,网络通信/交换路由设备;000938;000063;300308;紫光股份;中兴通讯;中际旭创,2,000063,中兴通讯,167662897789,1676.629,35.05,-1.74,通信设备,,通信设备与网络基础设施,直接/较接近映射
mapped_mrvl,网络通信/交换路由设备,网络通信/交换路由设备;000938;000063;300308;紫光股份;中兴通讯;中际旭创,3,000938,紫光股份,74104669535,741.0467,25.91,1.13,IT设备,,企业网络设备/新华三,直接/较接近映射
mapped_msft,企业软件/云办公,企业软件/云办公;688111;600588;600845;金山办公;用友网络;宝信软件,1,688111,金山办公,98797740580,987.9774,212.92,6.44,软件服务,,办公软件SaaS,直接/较接近映射
mapped_msft,企业软件/云办公,企业软件/云办公;688111;600588;600845;金山办公;用友网络;宝信软件,2,600845,宝信软件,46869627847,468.6963,16.4,0.24,软件服务,,工业软件/云服务,直接/较接近映射
mapped_msft,企业软件/云办公,企业软件/云办公;688111;600588;600845;金山办公;用友网络;宝信软件,3,600588,用友网络,30479616888,304.7962,8.92,1.94,软件服务,,ERP/企业云,直接/较接近映射
mapped_mstr,比特币金库/数字资产,比特币金库/数字资产;300033;300059;002152;同花顺;东方财富;广电运通,1,300059,东方财富,315811109505,3158.1111,19.96,-0.55,证券,,互联网券商/财富管理，近似数字金融,近似映射
mapped_mstr,比特币金库/数字资产,比特币金库/数字资产;300033;300059;002152;同花顺;东方财富;广电运通,2,300033,同花顺,178962739200,1789.6274,237.78,-1.74,软件服务,,金融信息服务，近似数字金融,近似映射
mapped_mstr,比特币金库/数字资产,比特币金库/数字资产;300033;300059;002152;同花顺;东方财富;广电运通,3,002152,广电运通,22822288833,228.2229,9.19,-0.76,IT设备,,金融机具与数字货币场景，近似映射,近似映射
mapped_mu,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,1,603986,兆易创新,549834845808,5498.3485,783.52,1.76,半导体,,NOR Flash/MCU,直接/较接近映射
mapped_mu,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,2,301308,江波龙,291912094830,2919.1209,690,1.53,半导体,,存储模组,直接/较接近映射
mapped_mu,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,3,300223,北京君正,109849851033,1098.4985,227.12,-2.61,半导体,,存储芯片与处理器,直接/较接近映射
mapped_nflx,流媒体/长视频内容,流媒体/长视频内容;300413;300251;002739;芒果超媒;光线传媒;万达电影,1,300251,光线传媒,32122793330,321.2279,10.95,0.92,影视音像,,影视内容,直接/较接近映射
mapped_nflx,流媒体/长视频内容,流媒体/长视频内容;300413;300251;002739;芒果超媒;光线传媒;万达电影,2,300413,芒果超媒,27630546438,276.3055,14.77,2.93,影视音像,,长视频与内容平台,直接/较接近映射
mapped_nflx,流媒体/长视频内容,流媒体/长视频内容;300413;300251;002739;芒果超媒;光线传媒;万达电影,3,002739,儒意电影,19977426578,199.7743,9.46,6.65,影视音像,,院线与影视,直接/较接近映射
mapped_nvda,AI芯片/GPU,AI芯片/GPU;688256;688041;300474;寒武纪-U;海光信息;景嘉微,1,688256,寒武纪,904729309501,9047.2931,1439.98,-1.24,半导体,,AI训练/推理芯片,直接/较接近映射
mapped_nvda,AI芯片/GPU,AI芯片/GPU;688256;688041;300474;寒武纪-U;海光信息;景嘉微,2,688041,海光信息,809009115953,8090.0912,348.06,0.92,半导体,,服务器CPU/DCU,直接/较接近映射
mapped_nvda,AI芯片/GPU,AI芯片/GPU;688256;688041;300474;寒武纪-U;海光信息;景嘉微,3,300474,景嘉微,27050770982,270.5077,51.76,-2.28,元器件,,GPU/图形芯片,直接/较接近映射
mapped_nxpi,智能手机SoC/无线芯片,智能手机SoC/无线芯片;688099;688608;603986;晶晨股份;恒玄科技;兆易创新,1,603986,兆易创新,549834845808,5498.3485,783.52,1.76,半导体,,MCU/存储芯片,直接/较接近映射
mapped_nxpi,智能手机SoC/无线芯片,智能手机SoC/无线芯片;688099;688608;603986;晶晨股份;恒玄科技;兆易创新,2,688099,晶晨股份,40410126723,404.1013,95.46,-1.7,半导体,,智能终端SoC,直接/较接近映射
mapped_nxpi,智能手机SoC/无线芯片,智能手机SoC/无线芯片;688099;688608;603986;晶晨股份;恒玄科技;兆易创新,3,688608,恒玄科技,25888260807,258.8826,153,-3.17,半导体,,无线音频/AIoT芯片,直接/较接近映射
mapped_odfl,零担/公路货运,零担/公路货运;002352;601598;603056;顺丰控股;中国外运;德邦股份,1,002352,顺丰控股,165330673649,1653.3067,31.4,1.88,仓储物流,,快递/综合物流,直接/较接近映射
mapped_odfl,零担/公路货运,零担/公路货运;002352;601598;603056;顺丰控股;中国外运;德邦股份,2,601598,XD中国外,36586131258,365.8613,5.1,,仓储物流,,综合物流,直接/较接近映射
mapped_odfl,零担/公路货运,零担/公路货运;002352;601598;603056;顺丰控股;中国外运;德邦股份,3,603056,德邦股份,,,,,,,零担快递物流,直接/较接近映射
mapped_orly,汽车零配件/售后,汽车零配件/售后;600660;600741;601799;福耀玻璃;华域汽车;星宇股份,1,600660,福耀玻璃,135915443147,1359.1544,52.08,3.27,汽车配件,,汽车玻璃,直接/较接近映射
mapped_orly,汽车零配件/售后,汽车零配件/售后;600660;600741;601799;福耀玻璃;华域汽车;星宇股份,2,600741,华域汽车,50727328903,507.2733,16.09,1.39,汽车配件,,汽车零部件,直接/较接近映射
mapped_orly,汽车零配件/售后,汽车零配件/售后;600660;600741;601799;福耀玻璃;华域汽车;星宇股份,3,601799,星宇股份,25982543158,259.8254,90.95,-7.11,汽车配件,,汽车车灯,直接/较接近映射
mapped_panw,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,1,300454,深信服,38801474635,388.0147,89.91,0.68,软件服务,,安全与云计算基础设施,直接/较接近映射
mapped_panw,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,2,688561,奇安信-U,15391621476,153.9162,22.56,1.12,软件服务,,网络安全平台型公司,直接/较接近映射
mapped_panw,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,3,002439,启明星辰,14924450526,149.2445,12.32,-1.91,软件服务,,网络安全产品与服务,直接/较接近映射
mapped_payx,企业服务/人力资源薪酬,企业服务/人力资源薪酬;600588;300662;603039;用友网络;科锐国际;泛微网络,1,600588,用友网络,30479616888,304.7962,8.92,1.94,软件服务,,企业管理软件/ERP,直接/较接近映射
mapped_payx,企业服务/人力资源薪酬,企业服务/人力资源薪酬;600588;300662;603039;用友网络;科锐国际;泛微网络,2,603039,泛微网络,10441272615,104.4127,33.94,4.27,软件服务,,协同办公/OA,直接/较接近映射
mapped_payx,企业服务/人力资源薪酬,企业服务/人力资源薪酬;600588;300662;603039;用友网络;科锐国际;泛微网络,3,300662,科锐国际,3389005502,33.8901,17.22,0.7,文教休闲,,人力资源服务,直接/较接近映射
mapped_pcar,重卡/商用车,重卡/商用车;000338;000800;000951;潍柴动力;一汽解放;中国重汽,1,000338,潍柴动力,223743195560,2237.432,25.83,-7.58,汽车配件,,重卡动力总成,直接/较接近映射
mapped_pcar,重卡/商用车,重卡/商用车;000338;000800;000951;潍柴动力;一汽解放;中国重汽,2,000800,一汽解放,29133983372,291.3398,5.92,1.2,汽车整车,,商用车整车,直接/较接近映射
mapped_pcar,重卡/商用车,重卡/商用车;000338;000800;000951;潍柴动力;一汽解放;中国重汽,3,000951,中国重汽,23414968869,234.1497,20.03,5.98,汽车整车,,重卡整车,直接/较接近映射
mapped_pdd,跨境/平台电商,跨境/平台电商;603613;002315;300785;国联股份;焦点科技;值得买,1,603613,国联股份,13178636600,131.7864,18.29,-2.09,互联网,,B2B电商平台,直接/较接近映射
